TITLE,CATEGORY,TARGET
Gas Prices Continue to Soar; Where to Find it Cheap in Ramona,t,1
US Midwest corn bids steady,b,2
WWE reports $14.2 million dollar loss and it's all WWE Network's fault,t,1
"Little trouble in big China: Flickr, OneDrive, Line and Kakao Talk suffer  ...",b,2
User info requests up 120pc since 2010 – Google Transparency Report,t,1
Curiosity snaps beautiful pictures as it prepares to drill for evidence of life,t,1
Heartbleed Bug: 368 Cloud Services Are Still Dangerous But This Simple Trick  ...,t,1
New Information Regarding H5N1 Bird Flu And The Fatal Side Effects It Carries,m,3
Which Kardashian Family Member Isn't Going To Kanye-Kim Wedding?,e,0
Samsung 'watch-phone' to launch in June or July with smartphone capabilities  ...,t,1
Cheesecake Factory dinged as unhealthiest US eatery,m,3
"With God, the joy of Easter can be ours every day",e,0
Google Hangouts update creates single thread for text messages and chats from  ...,t,1
Alpine to Sell Head Unit With Apple CarPlay Support Starting This Fall?,t,1
Argentina misses default deadline after talks with creditors collapse,b,2
Could the Kardashian-West wedding happen this weekend? (w/video),e,0
"GM, government safety agency face Congress about recalls",t,1
ISBNS.net Allows Book Buyers to Avoid Amazon vs. Hachette Saga,b,2
How facial features drive our first impressions,m,3
"Nokia India employees boycott canteen services, some resort to 'hunger strike'",t,1
JPMorgan profits fall 19pc,b,2
"Study: Diabetic heart attacks, strokes falling",m,3
Google announces major update for its Glass device,t,1
Android L and Wear take centre stage as Google races to improve security,t,1
E3: Sony Joins Occulus in Virtual Gaming Race,t,1
The 3rd National Climate Assessment - Denial That Limits Needed Action,t,1
Broadcasters' copyright challenge to streaming TV could have big impact on how  ...,e,0
Report: Disney applies for use of drones in shows,b,2
'Good Morning America' Introduces Michael Strahan as Part-Time Contributor  ...,e,0
Tri-State cable customers will not have Time Warner or Comcast as provider,t,1
"Mens' Odor Stresses Lab Mice, Which Could Skew Results",m,3
Indian Shares Seen Subdued As Oil Prices Surge,b,2
"Europe, Asia on alert amid fears of Ebola outbreak spreading",m,3
Beyoncé and Jay-Z kick off their tour in Miami,e,0
GM adds 8.23 million cars to ignition-switch recall 0,t,1
Michelle Obama calls out Congress on school lunch nutrition waivers,m,3
Teenagers! Your Depression Friend – Antidepressants – can induce Suicidal  ...,m,3
Internet Explorer Security Flaw Puts Users at Risk,t,1
Lebanon records first case of Mers virus: Health Ministry,m,3
Woman takes 'selfie' video of mini-stroke after being diagnosed with stress,m,3
"BlackBerry Loses £3.5bn In 2014, But Quarterly Losses Shrink",b,2
MLB.TV Premium Customers Can Now Stream Games Using Google's  ...,t,1
Samsung Offers up an Infographic to Teach us How to Wear Gear With Style,t,1
Threat Of Deflation Sends Euro To Three Week Lows,b,2
The Surgeon General Seriously Wants You to Stop Tanning,m,3
Pelvic Exam Found To Be Mostly Useless For Judging Women's Health: What  ...,m,3
HIGHLIGHTS-Bank of England's Carney faces questions about foreign  ...,b,2
Further Signs Of A Market Bottom Are Building,b,2
FDA Approves New Anti-bacterial Drug to Treat Dermal Infections,m,3
Baby left in toilet at Burger King finds birth mother,t,1
NYT publisher again defends removal of Abramson,b,2
Israel: Tel Aviv pride parade draws 100000-strong crowd,e,0
WWDC 2014: 8 hidden gems in Apple's iOS 8,t,1
Infographic: A French politician suggests using the Ebola virus to solve  ...,m,3
Fitch Affirms Accor SA at 'BBB-'; Stable Outlook,b,2
Irish cabbage,e,0
More confirmed cases of West Nile Virus,m,3
Star Wars: Episode 7 part up for grabs for fans,e,0
Can Existing Drugs Help Fight Deadly MERS Virus?,m,3
Posted by Imaduddin,b,2
Maryland cab companies sue Uber after London lawsuit dismissal,b,2
Web companies press FCC for net neutrality,t,1
"The Search, ID Method for Debris From Malaysia Jet",b,2
Have you had your ten-a-day? Five-a-day 'not enough' – and doubts over  ...,m,3
JC Penney Company Sees Strong Trading Volume on Earnings Beat (JCP),b,2
Obamacare gives $54 million to community health centers for mental health  ...,m,3
Microsoft fixes Xbox Live security flaw discovered by a 5-year-old,t,1
Red Carpet Photos: Celebrities at 2014 MTV Movie Awards,e,0
Hachette says working to resolve Amazon dispute,b,2
"Study links brain growth, autism",m,3
UK data regulator probes Facebook over psychological experiment,t,1
Jay Z and Beyonce to Perform at Kanye West's Wedding,e,0
MS rushes to fix browser bug,t,1
Kerry Washington shows off her svelte post-pregnancy body in floral frock at BET  ...,e,0
Jada Pinkett Smith says Will Smith is much more than just her husband,e,0
NAB profit rises 16% as bad debts decline,b,2
'The Voice' Results Tonight 2014 VIDEO: Who Is The Season 6 Winner?,e,0
Maternal deaths in childbirth rise in the U.S.,m,3
"Kim Kardashian responds to wedding rumours: ""We are not married yet!""",e,0
'Draft Day' star Kevin Costner does things his way,e,0
China demands satellite data from Malaysia on lost jet as bad weather delays  ...,b,2
Tracy Morgan's rep: 'Today was a better day',e,0
Death toll from West Africa Ebola hits 337: WHO,m,3
PS4 sales better than Microsoft Corporation Xbox One without Kinect Sensor,t,1
New Measles Pill to Cure Infections and Stop its Spread,m,3
"Breaking T-Mobile put lots of bogus charges on customers' bills, FTC alleges",t,1
Janet Yellen Addresses Joint Economic Committee of Congress: Live Blog Recap,b,2
"ALBANY, New York, April 7, 2014 /PRNewswire/ --",m,3
Equipment for black box search arrives in Perth,b,2
"Notch “pouty”, “bratty and petty” for cancelling Minecraft VR – Cliff Bleszinski",t,1
WHO says Ebola deaths in West Africa surge to 467 ahead of summit to combat  ...,m,3
3-D Mammography Shown to Improve Detection of Invasive Breast Cancer,m,3
"OLEG PLISS Apple iCloud hack: Macs, iPhones, iPads ransomed",t,1
'Once Upon a Time' Casts Georgina Haig as Elsa of 'Frozen',e,0
"Sony Wanted PS Vita Version of Titanfall, Offered to Help Development",t,1
Comptroller says tech jobs growing rapidly in NYC,b,2
WWE Money in the Bank 2014: Full Predictions for Each Champion,b,2
"Tesla Motors, Inc. Adds Greater Protection to Vehicles to Prevent Possible Fire  ...",t,1
"Stock Market News for June 30, 2014 - Market News",b,2
"Gilead Sciences, Inc. (NASDAQ:GILD) And Its Sovaldi Saga",m,3
Some scientists warn WHO not to stub out e-cigarettes,m,3
Three Wisconsinites among those sickened by chia powder in food,m,3
APPLE AND GOOGLE SETTLE PATENTS BATTLE,t,1
Snapchat settles charge with FTC that it deceived users,t,1
Miley Cyrus “wants to commit murder” says godmother Dolly Parton as star  ...,e,0
Hands on: Microsoft Surface 3,t,1
"Facebook Buys Fitness Tracker Startup Behind ""Moves""",t,1
"Space Station Computer Fails, Space Walk Needed To Ready System For  ...",t,1
The most popular stories on BetaNews this past week March 23 -- 29,t,1
"Nirvana Reunite, KISS Show Up to Star-Studded 2014 Rock and Roll Hall of  ...",e,0
First Case of Chikungunya Reported in St. Louis; Not Contracted in Area,m,3
"UPDATE 2-Cyber fugitive Dotcom mocks authorities: ""From 0 into a $210m  ...",b,2
"iPads may trigger nickel allergy, medical journals report",m,3
Dangerous Teen Trend? Burt's Bees to Enhance Buzz,m,3
US Food Prices Heading Downwards,b,2
"The close: Markets continue slide, Nasdaq closes below 4000",b,2
"UPDATE 2-West Africa Ebola outbreak spreads to Liberia's capital, four dead",m,3
Murder Trial of Paralympic Gold Medalist Oscar Pistorius Resumes Tomorrow,m,3
"Study: Smoking less, other behavior on the rise",m,3
Apple Launches 8GB iPhone 5C And Relaunches 16GB iPad 4 With Retina  ...,t,1
Kim Kardashian Steps Out In Cleavage-Baring Dress After Vogue Cover Reveal,e,0
"Google Glass aims to debunk rumors about features, privacy",t,1
Making Narcan Available Will Help Stem Heroin Deaths,m,3
"Take my phone, take my cash: why Amazon's Fire Phone gamble could pay off",t,1
"3 Ways to Be Gorgeous in Nothing but a White T-Shirt, Like Lana Del Rey",e,0
Don't Want Google in Your House? Some Home-Tech Startups to Watch,t,1
One day only sale: become a glasshole for $1500,t,1
Weather Channel Returning to DirecTV With Less Reality TV (1),e,0
"Five Things the Average Person Can Take Away From the AT&T, DirecTV Merger",t,1
AIDS could be curbed by 2030,m,3
Conjoined Twins Separated Last August Expected To Be Released From  ...,m,3
AbbVie tables $46.5bn takeover offer for Shire,b,2
Miley Cyrus denies 'drug overdose' caused hospital stay,e,0
US stocks: Wall Street opens flat with indexes near records,b,2
iPhone 6 Rumors: New Renderings Show Off Case and 'Air' Design,t,1
Amazon Triples Number Of Apps Available On Its Appstore,t,1
Star Wars sequel: Young unknowns cast in open auditions,e,0
"'Game of Thrones' season 4, episode 3 review: A Jaime - Cercei shocker; Dany's  ...",e,0
Ruby Dee - Ruby Dee dies aged 91,e,0
Mad Men LIVE RECAP 4/20/14: Season 7 Episode 2 “A Day's Work”,e,0
LinkedIn's user base crosses 300 million mark,b,2
The Walking Dead Review 4.16 - 'A',e,0
"Honda, Mazda and Nissan recall 3 million vehicles due to airbag defect",t,1
Japan's whaling program at a crossroads after court bans Antarctic hunt,t,1
Cyrus 'keeps it clean' on tour,e,0
"UK women over 20 more overweight than rest of Europe, study shows",m,3
Ali Fazal of Fukrey fame to join Fast & Furious 7 star cast in Abu Dhabi,e,0
Alcoa Strikes New 52-Week High - Analyst Blog,b,2
Hundreds walk through Bath with crosses on Good Friday to celebrate Easter,e,0
"UPDATE 1-NY's Met Opera, unions extend talks for 72 hours, lockout delayed",e,0
"Shailene Woodley Gets Advice From JLaw, And So Should You",e,0
Fitbit Recalls Activity-Tracking Wristband,m,3
Washing chicken said to spread infection,m,3
"ALERT: Toyota, Mazda, Honda & Nissan Recall Airbags Worldwide",t,1
Microsoft CEO Nadella signals new course with Office for iPad,t,1
"For Microsoft Surface, will third time be a charm?",t,1
You are being watched,b,2
Allegheny County reports second measles case,m,3
Cherry tree from space mystery baffles Japan,t,1
"Josh Elliott Says Goodbye To 'Good Morning America' For NBC Sports, Amy  ...",e,0
"American Express Earnings, When 6% Customer Spending Gain Is Not Enough",b,2
"Microsoft restructuring will cost 18000 jobs, most in Nokia unit",t,1
More Than 40000 Sign Petition To Get Texas Tech Cheerleader To Take Down  ...,e,0
Graphic: Ebola spreads across West Africa,m,3
"Coldplay's Chris Martin joins 'The Voice' as key adviser to Blake Shelton, Adam  ...",e,0
Now We Know That A Legendary VC Dominated The Government's Bitcoin Auction,b,2
Electrical stimulation alters dreams: scientists,m,3
5 quotes from the CS Lewis biopic directed by Richard Attenborough,e,0
General Motors recalls 194107 Buicks in China due to headlight issue,t,1
UNT Crosses Critical Technical Indicator,b,2
"Alibaba, ShopRunner to launch joint service",b,2
NASA discovers Earth-sized planet that may be inhabitable,t,1
Can't nothing bring me shame ...  Weird Al parodies Pharrell,e,0
"Google Nexus lineup will live on, Google official confirms",t,1
Solid US job gains pointing to a stronger recovery,b,2
Jonathan Groff and Lucy Liu Announce Nominees for 68th Annual Tony Awards  ...,e,0
Reversal of type 1 diabetes in mice may eventually help humans,m,3
"Your Honey Probably Isn't 'Honey,' And The FDA's About To Fix That",m,3
Walmart plan to start money transfer business sends shares of rivals lower,b,2
Deadly smallpox virus found in unsecured fridge in US,m,3
Narrowing Down Song of the Summer Competition: 'Fancy' Is Number 1,e,0
"Mad Men Season 7 Premiere Live Stream Free, AMC TV Start Time: Watch  ...",e,0
Eric Hill's Death: Andi & 'Bachelorette' Cast Find Out,e,0
Tesla loss widens as it ramps up expansion plan,t,1
Liberia pleads for help as Ebola spreads,m,3
SpaceX Is Set to Live-Test the Reusable Rocket That Could Change Spaceflight  ...,t,1
Discovery of West Nile virus in South Bay prompts mosquito fogging,m,3
"San Diego's Synthorx Adds To Genetic Alphabet, Aims for Bio-Products",t,1
Doctor Evaluating Pistorius' Mental Health Hospitalized,m,3
House music 'godfather' Frankie Knuckles dies at 59,e,0
NASA satellite to inventory climate-changing carbon from space,t,1
Chief executive still makes $3.3 billion from exercising stock options,b,2
"Treasurys Hit by Selling as Inflation Rises, Fed Meets",b,2
"Eli Wallach, veteran character actor dies at 98 from natural causes",e,0
US existing home sales hit 1 1/2 year low in March,b,2
Does Kim Kardashian merit a Vogue cover?,e,0
Windows Phone app store grows by 500 new apps per day,t,1
Microsoft's CEO may come out swinging,t,1
"Goood morning, Lindstrom! Robin Williams stops at Minnesota Dairy Queen",e,0
Researchers to Inquire more into the 'string of Pearls' Phenomenon,t,1
Samsung reports second straight profit drop: 5 key takeaways from Samsung's  ...,t,1
Old computers have a hilarious effect on kids (VIDEO),t,1
UN panel: Climate warming is big risk for people,t,1
GSK recalls weight-loss drug Alli following evidence of tampering,m,3
Dollar takes breather after rally; euro near three-month low,b,2
BBC's 'Sherlock' returning for fourth season and a special,e,0
Morgan showing signs of improvement after crash,e,0
"GE 1Q earnings fall, outlook strong",b,2
Fairfax Financial and CEO Watsa probed for insider trading,b,2
Bieber claimed broken foot - police,e,0
"UK inflation dips again, lowest since October 2009",b,2
Rolls-Royce plays down loss of $8.4bn contract as Emirates cancels Airbus  ...,b,2
'American Horror Story': Michael Chiklis Cast as Kathy Bates' Ex,e,0
Evans not retiring from acting,e,0
"Kim Kardashian Rocks A Sexy, Plunging…",e,0
Contaminated Beef Delivered to 9 States,m,3
Flight 370: Stories of that final day,b,2
Best Buy lets customers test drive new Samsung Galaxy S5 early,t,1
Frieze reveals new dates for New York,e,0
Obama Overhaul Has Health Care Dominating '14 Rally: Muni Credit,m,3
Mozilla Cancels Work On Metro Style Firefox Due To Lack Of User Interest,t,1
Leno the latest to shun Brunei-owned hotels,e,0
"Amaya buying PokerStars, Full Tilt owner for $4.9B",b,2
Twitter shares soar 27% in pre-market trade on strong user-growth,t,1
Watch: Man lip-syncs to Celine Dion's 'All By Myself' after being trapped in airport  ...,e,0
How California Plans to Cut Its Medicaid Backlog,m,3
Gold and silver trading outlook: futures gain as Ukraine election is in focus,b,2
JPMorgan CEO Dimon to get treatment for throat cancer,b,2
Hopes for new malaria vaccine based on blood protein,m,3
"'Sharknado 2' whipped up storm of viewers, tweets",e,0
Bioshock Infinite logo used by Fox News and hilarity ensues,t,1
Shire rejects £27bn takeover approach from AbbVie,b,2
"A 'Black Widow' Spin-Off? ""I Want To See It,"" Says Scarlett Johansson",e,0
Apple Reintroduces Fourth-Generation iPad To Replace iPad 2,t,1
Microsoft Looking to Bring Halo TV Series to Showtime,t,1
"Macaulay Culkin's pizza-themed band pelted with beer, booed off stage",e,0
Kerry hails Modi for inviting Sharif for swearing-in ceremony,b,2
"Ebola found in Guinea fever victims, over 50 dead",m,3
'Lucy' deserves none of your brainpower,e,0
Ben Affleck Looks Suspicious in New Trailer for Gone Girl (VIDEO),e,0
The Internet Has Too Many Anniversaries,t,1
'Orphan Black' Just Became Less Sci-Fi With the Latest Cloning Breakthrough,m,3
